Verse number;English;Basque;gloss;marker;allomorph;type;remarks;semantics
Lk010030;And Jesus answering said, A certain man went <down from Jerusalem to Jericho>, and fell among thieves, which stripped him of his raiment, and wounded him, and departed, leaving him half dead.;"Jesusek erantzun zion: –Behin batean, gizon bat zihoan <Jerusalemdik behera Jerikorantz> eta lapurren eskuetan erori zen; zeuzkanak kendu eta, egurtu ondoren, alde egin zuten, erdi hilik utziz.";Jerusalem-ABL downward Jericho-DIR;–tik;–dik;postposition;;settlement
Lk010031;And by chance there came down a certain priest that way: and when he saw him, he passed by on the other side.;Apaiz bat gertatu zen, hain zuzen, bide hartan behera, eta, gizona ikustean, <bidetik okertu> eta aurrera jo zuen;way-ABL err-PFV;–tik;;postposition;Not SOURCE;
Lk010032;And likewise a Levite, when he was at the place, came and looked on him, and <passed by on the other side>.;Gauza bera egin zuen handik igaro zen tenpluko lebitar batek ere: ikustean, <bidetik okertu> eta aurrera jo zuen.;way-ABL err-PFV;–tik;;postposition;Not SOURCE;
Lk010032a;And likewise a Levite, when he was at the place, came and looked on him, and passed by on the other side.;Gauza bera egin zuen <handik igaro zen> tenpluko lebitar batek ere: ikustean, bidetik okertu eta aurrera jo zuen.;there-ABL pass_by.PFV was;–tik;–dik;postposition;PROLATIVE;deictic
Lk011007;"And he <from within> shall answer and say, Trouble me not: the door is now shut, and my children are with me in bed; I cannot rise and give thee.";" Eman dezagun besteak <barrutik> erantzuten diola: “Utz nazak bakean, atea itxia zegok eta haurrak eta neu oheratuak; ezin naitekek ematera jaiki”. ";inside-ABL;–tik;;postposition;;deictic
Lk011016;[16] And others, tempting him, sought of him <a sign from heaven>.;Beste batzuek, azpikeriaz, <Jainkoarengandiko seinale bat> eskatzen zioten.;God-SG-GEN-ANIM-ABL-REL sign one;–tik;–dik;postposition;Agglutination of RELATIONAL suffix -ko to the ABL marker.;God
Lk011024;"When the unclean spirit <is gone out of a man>, he walketh through dry places, seeking rest; and finding none, he saith, I will return unto my house whence I came out.";"«Espiritu gaiztoa,<norbaitengandik irten> ondoren, leku idorretan barrena ibili ohi da atseden bila; baina, aurkitzen ez duelarik, bere buruari esaten dio: “Noan berriro, atera nintzeneko neure etxera”.";someone-GEN-ANIM-ABL go_out.PFV;–tik;–dik;postposition;;person
Lk011027;And it came to pass, as he spake these things, a certain woman <of the company> lifted up her voice, and said unto him, Blessed is the womb that bare thee, and the paps which thou hast sucked.;Jesusek gauza hauek esaten ziharduela, emakume batek <jendartetik> deiadarka esan zion: –Zorionekoa sabelean eraman zintuen eta bularra eman zizun emakumea!;multitude-ABL;–tik;;postposition;;people (mass)
Lk011031;"The queen of the south shall rise up in the judgment with the men of this generation, and condemn them: for she came <from the utmost parts of the earth> to hear the wisdom of Solomon; and, behold, a greater than Solomon is here.";Hegoaldeko erreginak auzi-egunean gizaldi honetako jendearen kontra altxatu eta kondenatu egingo du, <munduaren bazterretik> etorri baitzen Salomonen jakinduriazko hitzak entzutera, eta baduzue hemen Salomon baino handiagoa den bat.;world-SG-GEN end-ABL;–tik;;postposition;;
Lk011036;If thy whole body therefore be <full> of light, having no part dark, the whole shall be full of light, as when the bright shining of a candle doth give thee light.;Beraz, <goitik beheraino> argitan bazaude, inongo ilunperik gabe, kriseiluak bere distiraz argitzen zaituenean bezala zara argitsu».;top-ABL bottom-TERM;–tik;;postposition;The expression 'from the top to the bottom' conveys the idea of wholeness.;
Lk011039;"And the Lord said unto him, Now do ye Pharisees make clean <the outside> of the cup and the platter; but your inward part is full of ravening and wickedness.";Orduan, Jaunak esan zion: «Zuek, fariseuok, edalontzia eta platera <kanpotik> garbitzen dituzue, zeuek barrutik lapurretaz eta txarkeriaz beteak zaudeten bitartean! ;outside-ABL;–tik;;postposition;PROLATIVE;
Lk011039a;"And the Lord said unto him, Now do ye Pharisees make clean the outside of the cup and the platter; but your <inward part> is full of ravening and wickedness.";Orduan, Jaunak esan zion: «Zuek, fariseuok, edalontzia eta platera kanpotik garbitzen dituzue, zeuek <barrutik> lapurretaz eta txarkeriaz beteak zaudeten bitartean! ;inside-ABL;–tik;;postposition;PROLATIVE;
Lk011044;Woe unto you, scribes and Pharisees, hypocrites! for ye are as graves which appear not, and the men that walk <over them> are not aware of them.;Ai zuek! Ikusten ez diren hilobiak bezala zarete, jendea oharkabean <haien gainetik> baitabil ».;3PL.GEN over-ABL;–tik;;postposition;PROLATIVE;
Lk011050;"That the blood of all the prophets, which was shed <from the foundation of the world>, may be required of this generation;";Baina Jainkoak <munduaren hasieratik> isuri den profeta guztien odolaren kontuak eskatuko dizkio gizaldi honi: ;world-SG-GEN beginning-ABL;–tik;;postposition;;temporal deixis
Lk011051;<From the blood of Abel> unto the blood of Zacharias, which perished between the altar and the temple: verily I say unto you, It shall be required of this generation.; hasi <Abelen odoletik>, eta aldaretik santutegia bitartean hil zen Zakariasen odoleraino. Bai, egia esan, gizaldi honi eskatuko dizkio kontuak Jainkoak.;Abel-GEN blood-ABL;–tik;;postposition;;substance
Lk011051a;From the blood of Abel unto the blood of Zacharias, which perished <between the altar and the temple>: verily I say unto you, It shall be required of this generation.; hasi Abelen odoletik, eta <aldaretik santutegia bitartean> hil zen Zakariasen odoleraino. Bai, egia esan, gizaldi honi eskatuko dizkio kontuak Jainkoak.;altar-ABL temple until;–tik;;postposition;distance;builging
Lk011053;And as he said these things unto them, the scribes and the Pharisees began to urge him vehemently, and to provoke him to speak of many things:;<Handik> atera zenean, gupidarik gabe eraso zioten lege-maisuek eta fariseuek, handik eta hemendik galdezka;there-ABL;–tik;–dik;postposition;English version does not express SOURCE;deictic
Lk011053a;And as he said these things unto them, the scribes and the Pharisees began to urge him vehemently, and to provoke him to speak of many things:;Handik atera zenean, gupidarik gabe eraso zioten lege-maisuek eta fariseuek, <handik eta hemendik> galdezka;there-ABL and here-ABL;–tik;–dik;postposition;PROLATIVE;deictic
Lk012003;"Therefore whatsoever ye have spoken in darkness shall be heard in the light; and that which ye have spoken in the ear in closets shall be proclaimed <upon the housetops>.";Zeren gau-ilunez esan duzuena egun-argiz entzungo baita, eta etxe-zokoan belarrira esan duzuena <etxe gainetik> hots egingo.;house over-ABL;–tik;;postposition;;builging
Lk012004;And I say unto you my friends, Be not afraid of them that kill the body, and <after that> have no more that they can do.;«Entzun zuek, nire adiskideok. Ez izan beldurrik gorputza hil bai, baina <hortik aurrera> ezer egiterik ez dutenei. ;there-ABL before-ALL;–tik;;postposition;;temporal deixis
Lk012015;And he said unto them, Take heed, and <beware of covetousness>: for a man's life consisteth not in the abundance of the things which he possesseth.;Orduan, guztiei esan zien: –Kontuz! <Gorde diru-gosetik>, ondasunek ez baitiote inori bizia segurtatzen, ugari izanda ere.;beware covetousness-ABL;–tik;;postposition;Complement of the verb BEWARE;
Lk012035;"And ye yourselves like unto men that wait for their lord, when he will return from the <wedding>; that when he cometh and knocketh, they may open unto him immediately.";izan zaitezte nagusia <ezteietatik> itzuli zain dauden morroiak bezala, iritsi eta atea jo bezain laster irekitzeko prest dauden morroiak bezala. ;wedding-PL-ABL;–tik;;postposition;;event
Lk012052;For <from henceforth> there shall be five in one house divided, three against two, and two against three.;"Zeren <hemendik aurrera>, etxe bateko bost senideak elkarrekin banaturik egongo baitira: hiru biren kontra eta bi hiruren kontra;";here-ABL before-ALL;–tik;–dik;postposition;;temporal deixis
Lk012059;I tell thee, thou shalt not depart <thence>, till thou hast paid the very last mite.;Egia esan, ez zara <handik> aterako azken semeikoa ordaindu arte».;there-ABL;–tik;–dik;postposition;;deictic
Lk013012;And when Jesus saw her, he called her to him, and said unto her, Woman, thou art loosed <from thine infirmity>.;Ikustean, Jesusek deitu eta esan zion: «Emakumea, geldi zaitez libre <zeure gaitzetik>».;POSS.EMPH.2SG illness-ABL;–tik;;postposition;;
Lk013015;The Lord then answered him, and said, Thou hypocrite, doth not each one of you on the sabbath loose his ox or his ass <from the stall>, and lead him away to watering?;Jaunak erantzun zion: –Itxurazaleok! Zuetako nork ez du larunbatez ere idia nahiz astoa <ukuilutik> eta ura edatera eramaten? ;stall-ABL;–tik;;postposition;;building
Lk013024;Strive to enter in <at the strait gate>: for many, I say unto you, will seek to enter in, and shall not be able.;–Saia zaitezte <ate estutik> sartzen. Egia esan, askok sartu nahi izango dute, eta ezin izango.;door narrow-ABL;–tik;;postposition;PROLATIVE;
Lk013027;"But he shall say, I tell you, I know you not whence ye are; <depart from me>, all ye workers of iniquity.";Baina hark erantzungo dizue: «Ez dakit nongoak zareten. <Alde niregandik>, gaizkileok!» ;away 1SG-GEN-ANIM-ABL;–tik;–dik;postposition;;person
Lk013029;And they shall come <from the east>, and from the west, and from the north, and from the south, and shall sit down in the kingdom of God.;Asko etorriko dira <sortaldetik> eta sartaldetik, iparretik eta hegotik, eta Jainkoaren erreinuko mahaikide izango.;east-ABL;–tik;;postposition;;orientation
Lk013029a;And they shall come from the east, and <from the west>, and from the north, and from the south, and shall sit down in the kingdom of God.;Asko etorriko dira sortaldetik eta <sartaldetik>, iparretik eta hegotik, eta Jainkoaren erreinuko mahaikide izango.;west-ABL;–tik;;postposition;;orientation
Lk013029b;And they shall come from the east, and from the west, and <from the north>, and from the south, and shall sit down in the kingdom of God.;Asko etorriko dira sortaldetik eta sartaldetik, <iparretik> eta hegotik, eta Jainkoaren erreinuko mahaikide izango.;north-ABL;–tik;;postposition;;orientation
Lk013029c;And they shall come from the east, and from the west, and from the north, and <from the south>, and shall sit down in the kingdom of God.;Asko etorriko dira sortaldetik eta sartaldetik, iparretik eta <hegotik>, eta Jainkoaren erreinuko mahaikide izango.;south-ABL;–tik;;postposition;;orientation
Lk013031;The same day there came certain of the Pharisees, saying unto him, <Get thee out>, and depart hence: for Herod will kill thee.;Une hartan, fariseu batzuk joan zitzaizkion Jesusi eta esan zioten: –Zoaz, <alde egizu hemendik>, Herodes zu hil nahian dabil eta.;away do.IMP-2SG here-ABL;–tik;–dik;postposition;Ensligh does not encode SOURCE.;deictic
Lk013033;Nevertheless I must walk to day, and to morrow, and the day following: for it cannot be that a prophet perish <out of Jerusalem>.;Baina gaur, bihar eta etzi bideari jarraitu behar diot, ez baitaiteke profetarik <Jerusalemdik kanpora> hil.;Jerusalem-ABL out-ALL;–tik;–dik;postposition;;settlement
Lk014004;"And they held their peace. And <he took him>, and healed him, and let him go;"; Haiek isilik gelditu ziren. Orduan, Jesusek <gaixoa eskutik hartu>, sendatu eta bidali egin zuen. ;ill_person-DET hand-ABL take-PFV;–tik;;postposition;;body organ
Lk015013;And <not many days after> the younger son gathered all together, and took his journey into a far country, and there wasted his substance with riotous living.;«<Handik egun gutxira>, seme gazteenak, zituen guztiak bildurik, urrutiko herrialde batera alde egin zuen eta han, galdukerian biziz, ondasun guztiak jan.;there-ABL day few-ALL;–tik;–dik;postposition;;temporal deixis
Lk016002;"And he called him, and said unto him, How is it that I hear this of thee? give an account of thy stewardship; for thou mayest be no longer steward."; «Deitu zion eta esan: “Zer da zutaz entzun dudan hori? Emadazu etxezaintzaren kontu, <kargutik> bota egiten zaitut eta”.;stewardship-ABL;–tik;;postposition;"In Basque ""remove from the stewardship"".";
Lk016004;I am resolved what to do, that, when I am put out <of the stewardship>, they may receive me into their houses.;Badakit zer egin, <kargutik> botatzen nauten honetan etxean nork hartu izan dezadan”.;stewardship-ABL;–tik;;postposition;"In Basque ""remove from the position"".";
Lk016016;The law and the prophets were until John: <since that time> the kingdom of God is preached, and every man presseth into it.;" «Moisesen legearen eta profeten garaia Joan Bataiatzailearekin bukatu da; <geroztik>, Jainkoaren erregetzaren berri ona adierazten da, eta denek indar egiten dute bertan sartzeko.";then-INS-ABL;–tik;;postposition;;temporal deixis
Lk016021;And desiring to be fed with the crumbs which fell <from the rich man's table>: moreover the dogs came and licked his sores.;Pozik asko jango zukeen <aberatsaren mahaitik lurrera> botatzen zutena. Txakurrek ere etorri eta zauriak miazkatzen zizkioten.;rich_person-SG-GEN table-ABL floor-ALL;–tik;;postposition;;artifact
Lk016026;"And beside all this, between us and you there is a great gulf fixed: so that they which would pass <from hence to you> cannot; neither can they pass to us, that would come from thence.";"Horrez gainera, leize handi bat dago zuen eta gure artean; nahita ere, ez dauka inork <hemendik zuengana> igarotzerik, ezta hortik guregana ere”.";here-ABL 2PL-ALL;–tik;–dik;postposition;;deictic
